Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,League,Team,Year,PlayerID,Throws
7,Fujio Kitakado,20,0,2,0,6.25,20,1,10,0,0,NA,31.2,37,29,22,5,10,2,16,2,0,1,145,1.484,10.5,1.4,2.8,4.5,1.6,Japan Central League,Chunichi Dragons,1967,kitaka000fuj,right
8,Mitsuro Kondo*,29,0,0,NA,18,1,1,0,0,0,NA,1,1,2,2,1,1,0,0,1,0,0,6,2,9,9,9,0,0,Japan Central League,Chunichi Dragons,1967,kondo-001mit,left
9,Yukihiro Kubo,27,0,4,0,2.99,54,1,7,0,0,NA,90.1,92,41,30,6,26,5,34,4,0,3,381,1.306,9.2,0.6,2.6,3.4,1.31,Japan Central League,Chunichi Dragons,1967,kubo--000yuk,right
10,Shinobu Matsumoto*,20,3,2,0.6,2.3,22,5,5,2,0,NA,58.2,57,17,15,6,9,1,27,0,0,2,234,1.125,8.7,0.9,1.4,4.1,3,Japan Central League,Chunichi Dragons,1967,matsum001shi,left
11,Hisanobu Mizutani,26,6,6,0.5,3.36,33,26,2,4,1,NA,136.2,134,62,51,13,35,1,83,3,0,0,573,1.237,8.8,0.9,2.3,5.5,2.37,Japan Central League,Chunichi Dragons,1967,mizuta000his,right
12,Michio Mizutani,20,0,0,NA,6.43,10,0,0,0,0,NA,14,20,11,10,4,5,0,7,0,0,0,63,1.786,12.9,2.6,3.2,4.5,1.4,Japan Central League,Chunichi Dragons,1967,mizuta000mic,right
13,Takahiro Oba*,19,0,0,NA,2.7,4,0,1,0,0,NA,3.1,2,2,1,0,6,0,1,0,1,1,17,2.4,5.4,0,16.2,2.7,0.17,Japan Central League,Chunichi Dragons,1967,oba---000tak,left
14,Kentaro Ogawa,33,29,12,0.707,2.51,55,27,18,16,3,NA,279.2,231,94,78,21,70,12,178,12,0,0,1111,1.076,7.4,0.7,2.3,5.7,2.54,Japan Central League,Chunichi Dragons,1967,ogawa-000ken,right
15,Kimihiro Sato,30,4,5,0.444,3.39,29,19,0,2,2,NA,95.2,102,45,36,6,35,2,44,2,0,1,415,1.432,9.6,0.6,3.3,4.1,1.26,Japan Central League,Chunichi Dragons,1967,sato--000kim,right
16,Eiji Takaoka*,28,1,1,0.5,5.51,7,1,3,0,0,NA,16.1,21,12,10,2,0,0,8,0,0,0,71,1.286,11.6,1.1,0,4.4,NA,Japan Central League,Chunichi Dragons,1967,takaok000eij,left
17,Hajime Toriya,20,0,0,NA,6.75,4,0,4,0,0,NA,4,6,4,3,1,3,0,2,0,0,0,23,2.25,13.5,2.3,6.8,4.5,0.67,Japan Central League,Chunichi Dragons,1967,toriya000haj,right
18,Tatsumi Yamanaka,23,5,6,0.455,3.77,24,22,0,3,1,NA,121.2,127,56,51,15,46,2,73,1,0,2,529,1.422,9.4,1.1,3.4,5.4,1.59,Japan Central League,Chunichi Dragons,1967,yamana000tat,right
1,Mitsuhiro Adachi,27,20,10,0.667,1.75,43,29,10,17,5,NA,268,191,65,52,13,60,10,130,9,0,0,1042,0.937,6.4,0.4,2,4.4,2.17,Japan Pacific League,Hankyu Braves,1967,adachi000mit,right
2,Yusaku Akimoto,32,1,0,1,3.78,27,0,11,0,0,NA,47.2,46,22,20,2,15,1,25,4,0,0,200,1.28,8.7,0.4,2.8,4.7,1.67,Japan Pacific League,Hankyu Braves,1967,akimot000yus,right
3,Masato Hamasaki*,22,0,0,NA,8.18,10,2,4,0,0,NA,11,17,12,10,2,4,0,8,1,0,0,55,1.909,13.9,1.6,3.3,6.5,2,Japan Pacific League,Hankyu Braves,1967,hamasa001mas,left
4,Shigeo Ishii,28,9,4,0.692,3.74,36,17,9,5,1,NA,134.2,138,67,56,8,27,1,47,5,0,1,561,1.225,9.2,0.5,1.8,3.1,1.74,Japan Pacific League,Hankyu Braves,1967,ishii-000shi,right
5,Takao Kajimoto*,32,15,9,0.625,2.44,37,26,7,9,3,NA,188.1,167,58,51,11,70,7,136,4,0,5,786,1.258,8,0.5,3.3,6.5,1.94,Japan Pacific League,Hankyu Braves,1967,kajimo000tak,left
6,Hideo Kanemoto,25,0,0,NA,0,1,0,1,0,0,NA,1,1,0,0,0,0,0,1,0,0,0,3,1,9,0,0,9,NA,Japan Pacific League,Hankyu Braves,1967,kanemo000hid,right
7,Takashi Mizutani,19,0,0,NA,3.71,9,1,8,0,0,NA,17,16,7,7,3,2,0,10,0,0,0,67,1.059,8.5,1.6,1.1,5.3,5,Japan Pacific League,Hankyu Braves,1967,mizuta000tak,right
8,Toshiharu Nagare,18,0,1,0,12,2,1,1,0,0,NA,3,6,4,4,0,2,0,0,0,0,0,16,2.667,18,0,6,0,0,Japan Pacific League,Hankyu Braves,1967,nagare000tos,right
9,Yoshiaki Norose,22,0,2,0,7.71,6,1,3,0,0,NA,9.1,17,10,8,1,5,0,4,0,0,0,48,2.357,16.4,1,4.8,3.9,0.8,Japan Pacific League,Hankyu Braves,1967,norose000yos,right
10,Kiyoshi Oishi,27,5,8,0.385,2.59,47,5,17,0,0,NA,111.1,87,35,32,12,41,5,77,4,0,1,448,1.15,7,1,3.3,6.2,1.88,Japan Pacific League,Hankyu Braves,1967,oishi-000kiy,right
11,Seigo Sasaki,20,7,6,0.538,3.16,31,16,5,3,2,NA,116.2,96,51,41,8,38,2,67,4,0,1,480,1.149,7.4,0.6,2.9,5.2,1.76,Japan Pacific League,Hankyu Braves,1967,sasaki000sei,right
12,Yoshiji Yamamoto*,32,0,0,NA,13.5,4,0,0,0,0,NA,1.1,6,4,2,0,2,0,1,0,0,0,12,6,40.5,0,13.5,6.8,0.5,Japan Pacific League,Hankyu Braves,1967,yamamo003yos,left
13,Tetsuya Yoneda,29,18,15,0.545,2.76,46,36,10,14,4,NA,280.2,249,100,86,17,80,9,189,12,4,4,1141,1.172,8,0.5,2.6,6.1,2.36,Japan Pacific League,Hankyu Braves,1967,yoneda000tet,right
1,Kazuharu Abe,27,3,5,0.375,3.12,24,2,14,0,0,NA,43.1,41,20,15,5,16,1,25,0,0,0,182,1.315,8.5,1,3.3,5.2,1.56,Japan Central League,Hanshin Tigers,1967,abe---001kaz,right
2,Gene Bacque,29,18,12,0.6,2.3,38,31,3,19,2,NA,258.1,196,79,66,11,73,4,141,16,0,2,1038,1.041,6.8,0.4,2.5,4.9,1.93,Japan Central League,Hanshin Tigers,1967,bacque001gen,right
3,Yutaka Enatsu*,19,12,13,0.48,2.74,42,29,7,8,2,NA,230.1,167,81,70,27,88,1,225,3,1,3,923,1.107,6.5,1.1,3.4,8.8,2.56,Japan Central League,Hanshin Tigers,1967,enatsu000yut,left
4,Kenji Furusawa,19,2,1,0.667,4.84,21,3,7,0,0,NA,44.2,41,24,24,6,24,0,36,2,0,1,197,1.455,8.3,1.2,4.8,7.3,1.5,Japan Central League,Hanshin Tigers,1967,furusa000ken,right
5,Masatoshi Gondo*,33,9,6,0.6,1.4,40,11,17,4,1,NA,135,90,35,21,6,36,3,107,3,0,1,512,0.933,6,0.4,2.4,7.1,2.97,Japan Central League,Hanshin Tigers,1967,gondo-000mas,left
6,Hideo Hirayama,18,0,1,0,5.23,7,2,5,0,0,NA,10.1,10,6,6,1,6,0,2,0,0,0,43,1.548,8.7,0.9,5.2,1.7,0.33,Japan Central League,Hanshin Tigers,1967,hiraya000hid,right
7,Midori Ishikawa,33,1,4,0.2,6.18,22,4,7,0,0,NA,43.2,44,30,30,7,13,1,20,3,0,0,184,1.305,9.1,1.4,2.7,4.1,1.54,Japan Central League,Hanshin Tigers,1967,ishika000mid,right
8,Mikio Ishitoko,19,0,0,NA,5.4,1,0,1,0,0,NA,1.2,1,2,1,0,3,0,2,1,0,0,10,2.4,5.4,0,16.2,10.8,0.67,Japan Central League,Hanshin Tigers,1967,ishito000mik,right
9,Minoru Kakimoto,31,4,0,1,1.52,20,10,6,2,1,NA,82.2,75,23,14,5,19,3,45,1,0,0,333,1.137,8.2,0.5,2.1,4.9,2.37,Japan Central League,Hanshin Tigers,1967,kakimo000min,right
10,Hirotoshi Koketsu*,20,0,1,0,18,2,1,1,0,0,NA,2,1,4,4,1,4,0,1,0,0,0,11,2.5,4.5,4.5,18,4.5,0.25,Japan Central League,Hanshin Tigers,1967,kokets000hir,left
11,Minoru Murayama,30,13,9,0.591,2.79,30,25,5,9,3,NA,180.1,141,62,56,20,42,3,126,1,0,2,709,1.015,7,1,2.1,6.3,3,Japan Central League,Hanshin Tigers,1967,muraya000min,right
12,Tomoo Wako,30,8,7,0.533,2.15,47,17,16,4,2,NA,167.2,120,55,40,13,49,2,132,6,0,1,654,1.008,6.4,0.7,2.6,7.1,2.69,Japan Central League,Hanshin Tigers,1967,wako--000tom,right
1,Sohachi Aniya,22,8,16,0.333,2.99,45,25,11,8,1,NA,189.2,167,78,63,27,61,9,131,4,0,1,776,1.202,7.9,1.3,2.9,6.2,2.15,Japan Central League,Hiroshima Carp,1967,aniya-000soh,right
2,Isao Hasato,22,0,0,NA,18.9,4,2,0,0,0,NA,3.1,8,9,7,1,2,0,3,2,0,0,22,3,21.6,2.7,5.4,8.1,1.5,Japan Central League,Hiroshima Carp,1967,hasato000isa,right
3,Hidetoshi Ikeda,30,1,5,0.167,2.81,9,9,0,1,1,NA,57.2,45,18,18,4,14,1,38,2,0,0,225,1.023,7,0.6,2.2,5.9,2.71,Japan Central League,Hiroshima Carp,1967,ikeda-000hid,right
4,Katsuhiro Jono,22,3,5,0.375,2.05,19,9,6,3,1,NA,66,55,17,15,2,20,1,26,1,1,1,270,1.136,7.5,0.3,2.7,3.5,1.3,Japan Central League,Hiroshima Carp,1967,jono--000kat,right
5,Yojiro Miyamoto,25,5,8,0.385,3.87,32,18,4,3,1,NA,114,123,56,49,20,30,1,60,2,0,0,485,1.342,9.7,1.6,2.4,4.7,2,Japan Central League,Hiroshima Carp,1967,miyamo000yoj,right
6,Yukio Miyoshi,21,6,3,0.667,2.97,41,2,14,0,0,NA,109,89,37,36,6,28,2,42,3,0,1,431,1.073,7.3,0.5,2.3,3.5,1.5,Japan Central League,Hiroshima Carp,1967,miyosh000yuk,right
7,Mitsuya Nakamura,32,0,0,NA,1.5,6,0,5,0,0,NA,6,5,1,1,0,2,0,3,0,0,1,25,1.167,7.5,0,3,4.5,1.5,Japan Central League,Hiroshima Carp,1967,nakamu000mit,right
8,Katsuhiro Nishikawa,23,0,2,0,4.34,32,5,7,0,0,NA,56,58,33,27,10,21,0,30,1,0,0,241,1.411,9.3,1.6,3.4,4.8,1.43,Japan Central League,Hiroshima Carp,1967,nishik000kat,right
9,Akikazu Nishimoto,18,0,0,NA,5.4,4,0,3,0,0,NA,5,4,3,3,2,2,0,3,0,0,0,21,1.2,7.2,3.6,3.6,5.4,1.5,Japan Central League,Hiroshima Carp,1967,nishim000aki,right
10,Susumu Oba*,26,5,14,0.263,4.42,35,22,2,2,1,NA,132.1,161,79,65,16,32,2,62,2,0,1,581,1.458,10.9,1.1,2.2,4.2,1.94,Japan Central League,Hiroshima Carp,1967,oba---000sus,left
11,Yataro Oishi,23,10,14,0.417,2.87,52,15,26,5,1,NA,204,190,69,65,16,28,4,122,4,0,1,810,1.069,8.4,0.7,1.2,5.4,4.36,Japan Central League,Hiroshima Carp,1967,oishi-000yat,right
12,Kenichi Ryu,30,2,4,0.333,4.88,33,1,16,0,0,NA,79.1,85,44,43,9,22,1,34,2,0,0,339,1.349,9.6,1,2.5,3.9,1.55,Japan Central League,Hiroshima Carp,1967,ryu---000ken,right
13,Shizuo Shiraishi*,23,5,7,0.417,3.77,25,19,3,4,1,NA,98,97,48,41,11,22,1,59,1,0,1,402,1.214,8.9,1,2,5.4,2.68,Japan Central League,Hiroshima Carp,1967,shirai000shi,left
14,Yoshiro Sotokoba,22,2,3,0.4,2.64,22,10,6,2,0,NA,78.1,50,26,23,5,17,1,57,4,0,2,301,0.855,5.7,0.6,2,6.5,3.35,Japan Central League,Hiroshima Carp,1967,sotoko000yos,right
15,Michio Ukari,30,0,2,0,3.12,20,1,6,0,0,NA,34.2,45,18,12,4,11,0,12,2,0,0,152,1.615,11.7,1,2.9,3.1,1.09,Japan Central League,Hiroshima Carp,1967,ugari-000mic,right
16,Sumio Watanabe,21,0,0,NA,0,1,0,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA,Japan Central League,Hiroshima Carp,1967,watana000sum,right
1,Eizo Goda,25,12,11,0.522,2.91,54,32,13,8,2,NA,234.2,217,83,76,19,50,3,97,2,0,1,944,1.138,8.3,0.7,1.9,3.7,1.94,Japan Pacific League,Nankai Hawks,1967,goda--000eiz,right
2,Hideyuki Harada,22,0,0,NA,4.5,4,0,4,0,0,NA,4,7,4,2,1,1,0,3,0,0,0,20,2,15.8,2.3,2.3,6.8,3,Japan Pacific League,Nankai Hawks,1967,harada000hid,right
3,Toshihiro Hayashi*,23,0,1,0,5.79,6,0,3,0,0,NA,9.1,14,7,6,2,3,0,8,1,0,0,46,1.821,13.5,1.9,2.9,7.7,2.67,Japan Pacific League,Nankai Hawks,1967,hayash000tos,left
4,Mutsuo Minagawa,31,17,13,0.567,2.29,45,35,7,9,3,NA,255.2,215,68,65,16,67,2,152,7,0,1,1017,1.103,7.6,0.6,2.4,5.4,2.27,Japan Pacific League,Nankai Hawks,1967,minaga000mut,right
5,Kiyohiro Miura,28,6,6,0.5,2.84,16,12,2,4,1,NA,82.1,70,28,26,8,20,0,49,1,0,2,328,1.093,7.7,0.9,2.2,5.4,2.45,Japan Pacific League,Nankai Hawks,1967,miura-000kiy,right
6,Masanori Murakami*,23,3,1,0.75,4.03,41,1,8,0,0,NA,80.1,72,36,36,11,26,0,60,7,0,2,340,1.22,8.1,1.2,2.9,6.7,2.31,Japan Pacific League,Nankai Hawks,1967,muraka001mas,left
7,Kunji Nagamoto,22,0,0,NA,0,1,0,1,0,0,NA,2,2,0,0,0,0,0,1,0,0,0,8,1,9,0,0,4.5,NA,Japan Pacific League,Nankai Hawks,1967,nagamo000kun,right
8,Akitada Niiyama,27,4,6,0.4,3.8,43,8,12,0,0,NA,97,97,48,41,7,32,2,42,5,0,1,414,1.33,9,0.6,3,3.9,1.31,Japan Pacific League,Nankai Hawks,1967,niiyam000aki,right
9,Shozo Nishimura,26,2,4,0.333,1.92,19,6,9,1,1,NA,61,45,17,13,5,20,1,27,1,0,0,243,1.066,6.6,0.7,3,4,1.35,Japan Pacific League,Nankai Hawks,1967,nishim000sho,right
10,Tadashi Sugiura,31,5,5,0.5,2.38,45,4,27,0,0,NA,98.1,82,29,26,9,16,2,68,2,0,0,384,0.997,7.5,0.8,1.5,6.2,4.25,Japan Pacific League,Nankai Hawks,1967,sugiur000tad,right
11,Eiichiro Takahashi,31,0,1,0,15.09,8,1,5,0,0,NA,11.1,27,19,19,3,9,0,6,0,0,0,65,3.176,21.4,2.4,7.1,4.8,0.67,Japan Pacific League,Nankai Hawks,1967,takaha000eii,right
12,Takuzo Ueda*,18,0,0,NA,9,1,0,1,0,0,NA,1,1,1,1,1,1,0,1,0,0,0,5,2,9,9,9,9,1,Japan Pacific League,Nankai Hawks,1967,ueda--001tak,left
13,Taisuke Watanabe,24,15,18,0.455,3.22,50,34,9,10,1,NA,249,219,98,89,26,51,2,136,4,0,3,994,1.084,7.9,0.9,1.8,4.9,2.67,Japan Pacific League,Nankai Hawks,1967,watana000tai,right
1,Kazuhiro Fujimoto*,19,0,0,NA,0,2,0,0,0,0,NA,3,2,0,0,0,1,0,0,0,0,0,12,1,6,0,3,0,0,Japan Pacific League,Nishitetsu Lions,1967,fujimo000kaz,left
2,Kenji Fukuura,24,0,0,NA,3.27,12,0,7,0,0,NA,22,20,8,8,2,7,0,6,0,0,0,89,1.227,8.2,0.8,2.9,2.5,0.86,Japan Pacific League,Nishitetsu Lions,1967,fukuur000ken,right
3,Masaru Honma,28,0,0,NA,7.5,4,0,3,0,0,NA,6,7,5,5,3,4,0,2,0,0,0,27,1.833,10.5,4.5,6,3,0.5,Japan Pacific League,Nishitetsu Lions,1967,honma-000mas,right
4,Masaaki Ikenaga,20,23,14,0.622,2.31,54,40,12,19,6,NA,335.1,300,102,86,16,81,6,203,16,0,3,1359,1.136,8.1,0.4,2.2,5.4,2.51,Japan Pacific League,Nishitetsu Lions,1967,ikenag000mas,right
5,Kazuhisa Inao,30,8,9,0.471,2.65,46,9,19,3,1,NA,129,114,40,38,11,22,3,87,5,0,1,513,1.054,8,0.8,1.5,6.1,3.95,Japan Pacific League,Nishitetsu Lions,1967,inao--000kaz,right
6,Yoshio Inoue*,25,1,6,0.143,2.49,35,10,8,0,0,NA,94,90,30,26,4,19,0,48,6,0,1,386,1.16,8.6,0.4,1.8,4.6,2.53,Japan Pacific League,Nishitetsu Lions,1967,inoue-002yos,left
7,Yoshinori Okamura,18,0,0,NA,9,1,0,1,0,0,NA,2,1,2,2,1,2,0,2,0,0,0,9,1.5,4.5,4.5,9,9,1,Japan Pacific League,Nishitetsu Lions,1967,okamur000yos,right
8,Toshihiko Sei,21,4,5,0.444,2.82,51,8,22,0,0,NA,108.1,89,41,34,7,33,3,78,8,0,0,443,1.126,7.4,0.6,2.7,6.5,2.36,Japan Pacific League,Nishitetsu Lions,1967,sei---000tos,right
9,Tsutomu Tanaka,27,12,10,0.545,2.17,40,28,8,9,6,NA,216,161,56,52,17,74,3,136,5,0,1,867,1.088,6.7,0.7,3.1,5.7,1.84,Japan Pacific League,Nishitetsu Lions,1967,tanaka000tsu,right
10,Tadao Wako,30,5,9,0.357,2.82,41,16,13,2,2,NA,134,111,56,42,7,51,5,86,9,0,2,556,1.209,7.5,0.5,3.4,5.8,1.69,Japan Pacific League,Nishitetsu Lions,1967,wako--000tad,right
11,Yoshinobu Yoda,23,13,11,0.542,2.44,48,29,9,5,3,NA,210.1,193,78,57,13,44,1,116,8,0,2,860,1.127,8.3,0.6,1.9,5,2.64,Japan Pacific League,Nishitetsu Lions,1967,yoda--000yor,right
1,Satomi Bando,25,8,15,0.348,3.22,46,21,14,1,0,NA,164.2,150,73,59,20,38,2,96,6,0,2,669,1.142,8.2,1.1,2.1,5.2,2.53,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,bando-000sat,right
2,Takashi Hashimoto,21,1,0,1,7.94,3,0,1,0,0,NA,5.2,7,5,5,0,6,0,3,0,0,0,27,2.294,11.1,0,9.5,4.8,0.5,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,hashim003tak,right
3,Yukio Ito?,24,2,1,0.667,6.85,14,3,5,0,0,NA,22.1,26,19,17,2,7,0,9,2,0,1,102,1.478,10.5,0.8,2.8,3.6,1.29,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,ito---000yuk,unknown
4,Toshiharu Kadono*,18,0,0,NA,9.69,7,1,2,0,0,NA,13,17,14,14,1,9,1,10,0,0,1,64,2,11.8,0.7,6.2,6.9,1.11,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,kadono000tos,left
5,Eiji Kato,19,0,0,NA,3.68,4,1,1,0,0,NA,7.1,6,3,3,1,5,0,7,2,0,0,32,1.5,7.4,1.2,6.1,8.6,1.4,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,kato--000eij,right
6,Hideo Kato,19,1,3,0.25,5.4,11,4,3,0,0,NA,23.1,25,14,14,3,9,0,12,1,0,1,103,1.457,9.6,1.2,3.5,4.6,1.33,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,kato--004hid,right
7,Yasuo Kawauchi,21,1,1,0.5,3.74,20,0,6,0,0,NA,33.2,36,21,14,6,10,0,29,1,0,0,144,1.366,9.6,1.6,2.7,7.8,2.9,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,kawauc000yas,right
8,Yoshitaka Kihara,24,2,4,0.333,4.1,16,7,6,0,0,NA,41.2,41,22,19,7,11,1,21,1,0,0,174,1.248,8.9,1.5,2.4,4.5,1.91,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,kihara000yos,right
9,Noboru Makino,30,1,2,0.333,2.41,36,3,11,0,0,NA,56,43,21,15,3,32,1,29,2,0,0,240,1.339,6.9,0.5,5.1,4.7,0.91,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,makino000nob,right
10,Kiyoshi Onozaka*,24,0,2,0,8.83,12,0,2,0,0,NA,17.1,25,17,17,2,6,1,6,1,0,0,86,1.788,13,1,3.1,3.1,1,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,onosak000kiy,left
11,Hiroyuki Osada*,28,5,4,0.556,4.39,20,3,6,0,0,NA,55.1,58,30,27,10,10,0,26,2,0,0,233,1.229,9.4,1.6,1.6,4.2,2.6,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,osada-000hir,left
12,Koichiro Sasaki,23,14,10,0.583,3.38,46,26,15,9,3,NA,218.1,203,91,82,18,45,2,121,7,0,0,882,1.136,8.4,0.7,1.9,5,2.69,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,sasaki000koi,right
13,Keishi Suzuki*,19,21,13,0.618,2.77,44,34,5,19,4,NA,276,230,99,85,36,42,1,222,5,0,2,1085,0.986,7.5,1.2,1.4,7.2,5.29,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,suzuki000kei,left
14,Kenjiro Tabata,21,1,6,0.143,6.24,19,7,3,1,0,NA,62,77,44,43,10,10,2,36,5,1,0,275,1.403,11.2,1.5,1.5,5.2,3.6,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,tabata000ken,right
15,Osamu Tanabe,23,1,7,0.125,3.87,24,13,6,1,0,NA,74.1,85,40,32,6,26,2,48,1,0,0,323,1.493,10.3,0.7,3.1,5.8,1.85,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,tanabe000osa,right
16,Toshiaki Tokuhisa,24,1,0,1,4.35,10,4,2,0,0,NA,20.2,25,12,10,2,15,0,10,0,0,0,99,1.935,10.9,0.9,6.5,4.4,0.67,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,tokuhi000tos,right
17,Shigemasa Yamamoto,23,0,2,0,4.59,28,3,12,0,0,NA,64.2,63,37,33,8,24,3,32,4,0,1,281,1.345,8.8,1.1,3.3,4.5,1.33,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,yamamo000shi,right
18,Akira Yano,21,0,1,0,7.5,4,2,1,0,0,NA,6,7,5,5,1,5,0,0,0,0,1,29,2,10.5,1.5,7.5,0,0,Japan Pacific League,Osaka Kintetsu Buffaloes,1967,yano--002aki,right
1,Keishi Asano,18,8,10,0.444,2.77,50,9,27,2,0,NA,149.2,134,53,46,17,26,4,69,7,0,4,603,1.069,8.1,1,1.6,4.1,2.65,Japan Central League,Sankei Atoms,1967,asano-000kei,right
2,Masanobu Hamaguchi,19,1,0,1,5.3,10,0,6,0,0,NA,18.2,25,11,11,3,4,0,13,1,0,0,83,1.554,12.1,1.4,1.9,6.3,3.25,Japan Central League,Sankei Atoms,1967,hamagu000mas,right
3,Shiro Hanzawa,22,0,0,NA,11.57,4,1,1,0,0,NA,4.2,12,6,6,1,3,0,3,0,0,0,28,3.214,23.1,1.9,5.8,5.8,1,Japan Central League,Sankei Atoms,1967,hanzaw000shi,right
4,Masahiko Hosoda,20,1,0,1,2.16,5,0,3,0,0,NA,8.1,8,2,2,0,1,0,3,0,0,0,32,1.08,8.6,0,1.1,3.2,3,Japan Central League,Sankei Atoms,1967,hosoda000mas,right
5,Shiroku Ishido,26,12,18,0.4,3.72,51,36,10,6,0,NA,244.1,249,120,101,17,62,4,100,11,0,1,1028,1.273,9.2,0.6,2.3,3.7,1.61,Japan Central League,Sankei Atoms,1967,ishido000shi,right
6,Kozo Ishioka,26,3,2,0.6,4.55,24,6,7,3,0,NA,59.1,62,34,30,10,20,1,33,2,0,2,261,1.382,9.4,1.5,3,5,1.65,Japan Central League,Sankei Atoms,1967,ishiok000koz,right
7,Genichi Murata,29,8,12,0.4,4.02,33,28,3,5,0,NA,165.2,166,83,74,29,38,5,76,1,0,1,696,1.231,9,1.6,2.1,4.1,2,Japan Central League,Sankei Atoms,1967,murata000gen,right
8,Masaru Ogata,27,0,0,NA,2.53,17,0,7,0,0,NA,32,28,9,9,3,12,0,14,0,0,0,130,1.25,7.9,0.8,3.4,3.9,1.17,Japan Central League,Sankei Atoms,1967,aizawa000mas,right
9,Susumu Sato,24,10,14,0.417,3.82,37,32,3,8,0,NA,197.2,196,93,84,20,51,8,107,7,0,0,841,1.25,8.9,0.9,2.3,4.9,2.1,Japan Central League,Sankei Atoms,1967,sato--000sus,right
10,Seiji Shibutani*,28,0,4,0,11.07,15,6,5,0,0,NA,20.1,27,25,25,7,12,0,15,0,0,1,98,1.918,12,3.1,5.3,6.6,1.25,Japan Central League,Sankei Atoms,1967,shibut000sei,left
11,Kiyotake Suzuki,26,8,5,0.615,3.62,53,0,26,0,0,NA,129.1,96,55,52,23,45,7,110,7,1,1,525,1.09,6.7,1.6,3.1,7.7,2.44,Japan Central League,Sankei Atoms,1967,suzuki000kiy,right
12,Hajimu Tatsumi*,31,7,7,0.5,2.57,49,17,7,5,3,NA,164.1,141,52,47,14,40,5,86,5,0,1,661,1.101,7.7,0.8,2.2,4.7,2.15,Japan Central League,Sankei Atoms,1967,tatsum000haj,left
13,Hiroshi Yamamoto*,20,0,0,NA,10.38,2,0,1,0,0,NA,4.1,7,5,5,2,0,0,1,0,0,0,22,1.615,14.5,4.2,0,2.1,NA,Japan Central League,Sankei Atoms,1967,yamamo001hir,left
14,Kiichi Yoshie*,19,0,0,NA,0,1,0,0,0,0,NA,3,2,0,0,0,4,0,0,0,0,0,13,2,6,0,12,0,0,Japan Central League,Sankei Atoms,1967,yoshie000yos,left
1,Noboru Akiyama,33,1,0,1,4.26,2,1,1,0,0,NA,6.1,6,3,3,2,4,0,1,0,0,0,27,1.579,8.5,2.8,5.7,1.4,0.25,Japan Central League,Taiyo Whales,1967,akiyam000nob,right
2,Sumio Fuchigami,19,0,0,NA,7.71,2,0,0,0,0,NA,2.1,5,2,2,1,0,0,2,0,0,0,11,2.143,19.3,3.9,0,7.7,NA,Japan Central League,Taiyo Whales,1967,fuchig000sum,right
3,Masaji Hiramatsu,19,3,4,0.429,3.58,16,10,4,2,2,NA,70.1,66,31,28,13,14,1,42,3,1,2,291,1.137,8.4,1.7,1.8,5.4,3,Japan Central League,Taiyo Whales,1967,hirama000mas,right
4,Ichiro Hiraoka*,21,4,5,0.444,3.69,57,3,9,0,0,NA,75.2,79,37,31,5,33,0,54,2,0,0,335,1.48,9.4,0.6,3.9,6.4,1.64,Japan Central League,Taiyo Whales,1967,hiraok000ich,left
5,Makoto Inagawa,30,3,7,0.3,3.92,29,8,7,1,1,NA,80.1,92,44,35,12,17,0,39,0,0,0,345,1.357,10.3,1.3,1.9,4.4,2.29,Japan Central League,Taiyo Whales,1967,inagaw000mak,right
6,Hiroshi Kito*,24,1,4,0.2,3.53,15,11,2,0,0,NA,43.1,51,18,17,2,13,0,38,4,0,2,194,1.477,10.6,0.4,2.7,7.9,2.92,Japan Central League,Taiyo Whales,1967,kito--001hir,left
7,Kuniyasu Mine,26,0,0,NA,3.62,23,0,7,0,0,NA,32.1,29,16,13,2,13,2,20,2,0,1,137,1.299,8.1,0.6,3.6,5.6,1.54,Japan Central League,Taiyo Whales,1967,mine--000kun,right
8,Chikara Morinaka,27,18,14,0.563,2.96,47,27,13,14,1,NA,255,231,94,84,26,72,14,182,9,0,0,1052,1.188,8.2,0.9,2.5,6.4,2.53,Japan Central League,Taiyo Whales,1967,morina000chi,right
